segment_id,route_id,direction_id,traversals,distance,stop_id1,stop_id2,geometry,start_point,end_point
00139-00177-1,01230423-12,1,18,8116.56,00139,00177,"LINESTRING (-79.828962 43.389714, -79.828697 43.389933, -79.82863 43.389971, -79.828553 43.389978, -79.82848 43.389973, -79.828429 43.389957, -79.828362 43.389912, -79.828303 43.389878, -79.827304 43.389274, -79.827471 43.389129, -79.827603 43.388992, -79.827639 43.388825, -79.827978 43.388531, -79.828594 43.387995, -79.828714 43.387891, -79.828931 43.387703, -79.829593 43.387132, -79.829766 43.386983, -79.829881 43.386887, -79.82996 43.386815, -79.830459 43.386363, -79.830798 43.38604, -79.831242 43.385633, -79.831987 43.384964, -79.832159 43.384807, -79.832546 43.384434, -79.833075 43.38392, -79.833265 43.383719, -79.833348 43.38363, -79.833582 43.383407, -79.8337 43.383302, -79.833845 43.383167, -79.834062 43.382969, -79.834772 43.382294, -79.834922 43.382178, -79.835708 43.381446, -79.836704 43.380525, -79.837204 43.380055, -79.837635 43.379659, -79.838031 43.379297, -79.838641 43.37874, -79.838717 43.378673, -79.839266 43.378179, -79.839624 43.377861, -79.839716 43.377791, -79.83976 43.377756, -79.83946 43.377516, -79.839188 43.377311, -79.838649 43.376913, -79.837744 43.37626, -79.837619 43.376173, -79.837434 43.376039, -79.837412 43.375958, -79.837313 43.375854, -79.836457 43.375202, -79.836348 43.375121, -79.836308 43.375093, -79.836091 43.374941, -79.835939 43.374889, -79.835447 43.374531, -79.835061 43.374248, -79.834478 43.373827, -79.834253 43.373642, -79.83394 43.373434, -79.833816 43.373346, -79.833466 43.373089, -79.833287 43.372956, -79.833253 43.37286, -79.832586 43.372366, -79.832358 43.372189, -79.831955 43.371895, -79.831761 43.371766, -79.831476 43.371552, -79.830811 43.371053, -79.830627 43.370908, -79.830397 43.370742, -79.830267 43.370651, -79.829728 43.370247, -79.8294 43.370007, -79.829359 43.369982, -79.829193 43.369868, -79.828991 43.369717, -79.828683 43.369503, -79.826713 43.368019, -79.826037 43.367522, -79.825727 43.367283, -79.824465 43.366358, -79.82427 43.366219, -79.824068 43.366072, -79.823222 43.365465, -79.822846 43.36516, -79.822592 43.364975, -79.822431 43.364863, -79.822168 43.364677, -79.822108 43.364636, -79.822052 43.364601, -79.821984 43.364557, -79.82175 43.36442, -79.821595 43.36433, -79.821462 43.364256, -79.821116 43.364068, -79.820358 43.363679, -79.820215 43.363593, -79.820114 43.363535, -79.819753 43.36334, -79.819487 43.36319, -79.819253 43.36304, -79.819153 43.362969, -79.818995 43.36286, -79.818957 43.362831, -79.818823 43.362807, -79.818347 43.362465, -79.817859 43.36211, -79.81682 43.361351, -79.815493 43.360388, -79.81515 43.360138, -79.814935 43.359979, -79.813852 43.359188, -79.813747 43.359113, -79.812551 43.358233, -79.811493 43.357467, -79.811441 43.357431, -79.811135 43.357209, -79.810986 43.357097, -79.810947 43.35698, -79.810801 43.356873, -79.810465 43.356624, -79.809618 43.355997, -79.80941 43.355844, -79.809317 43.355782, -79.809211 43.3557, -79.808925 43.355492, -79.808678 43.355319, -79.807993 43.354822, -79.806838 43.353943, -79.806747 43.353877, -79.806368 43.353609, -79.806306 43.353569, -79.806205 43.353503, -79.805791 43.353218, -79.805691 43.353151, -79.805467 43.353012, -79.805385 43.352966, -79.804227 43.352176, -79.804121 43.352102, -79.804026 43.352034, -79.803859 43.351919, -79.80378 43.351858, -79.803514 43.351666, -79.802748 43.351062, -79.802674 43.351007, -79.801914 43.350451, -79.80157 43.350198, -79.801273 43.349975, -79.801144 43.349883, -79.800706 43.349569, -79.800425 43.349359, -79.799967 43.349014, -79.799653 43.348796, -79.799337 43.348577, -79.798929 43.34831, -79.798698 43.348163, -79.798529 43.348049, -79.798338 43.34791, -79.798266 43.347858, -79.7982 43.347811, -79.797979 43.347627, -79.797875 43.347546, -79.797789 43.347398, -79.79776 43.347334, -79.797751 43.347272, -79.797754 43.34721, -79.797774 43.347154, -79.797813 43.347087, -79.798021 43.346894, -79.798328 43.346574, -79.79835 43.346449, -79.798432 43.346368, -79.798514 43.346299, -79.798795 43.346094, -79.799144 43.345851, -79.799345 43.345704, -79.799643 43.345495, -79.799924 43.345283, -79.800411 43.344943, -79.800767 43.344673, -79.801205 43.344348, -79.801985 43.343766, -79.803082 43.34292, -79.803223 43.342904, -79.803464 43.342725, -79.803585 43.342641, -79.803968 43.342348, -79.804015 43.34224, -79.804061 43.342209, -79.804131 43.342158, -79.804193 43.342109, -79.804534 43.34185, -79.804879 43.341596, -79.805235 43.341347, -79.80561 43.341115, -79.805697 43.341066, -79.806673 43.340549, -79.807569 43.340082, -79.807609 43.340061, -79.807774 43.339972, -79.807979 43.339849, -79.808172 43.339716, -79.808575 43.33943, -79.808797 43.339263, -79.809542 43.339791, -79.809537 43.33988, -79.809562 43.339948, -79.809516 43.340028, -79.809099 43.340295, -79.809099 43.340296, -79.809053 43.34038, -79.809082 43.340457, -79.809217 43.340515, -79.809276 43.340523, -79.809299 43.340523, -79.809329 43.340516, -79.809371 43.340493, -79.809461 43.340422, -79.809503 43.34045)",POINT (-79.828962 43.389714),POINT (-79.809503 43.34045)
00177-00139-1,01230423-12,0,19,9182.66,00177,00139,"LINESTRING (-79.809503 43.34045, -79.809503 43.34045, -79.809503 43.34045, -79.809503 43.34045, -79.809461 43.340422, -79.809606 43.340308, -79.809652 43.340265, -79.80969 43.340229, -79.809714 43.340188, -79.809726 43.340142, -79.809751 43.340041, -79.809751 43.340039, -79.809758 43.340002, -79.809759 43.339966, -79.809759 43.339947, -79.80976 43.339933, -79.809542 43.339791, -79.808797 43.339263, -79.808887 43.339195, -79.809345 43.338845, -79.80986 43.338458, -79.810418 43.338036, -79.810618 43.337874, -79.810807 43.337709, -79.81099 43.337538, -79.811295 43.337233, -79.811586 43.336945, -79.812028 43.336487, -79.812131 43.336387, -79.812496 43.336181, -79.812593 43.336139, -79.812674 43.336121, -79.812758 43.336116, -79.812845 43.336118, -79.812938 43.33613, -79.813062 43.336154, -79.813286 43.336301, -79.813767 43.336625, -79.813957 43.336759, -79.814105 43.336859, -79.81426 43.336953, -79.814454 43.337059, -79.814535 43.337103, -79.814911 43.337291, -79.815252 43.337435, -79.815961 43.337733, -79.816032 43.337763, -79.81668 43.338056, -79.816761 43.338144, -79.816885 43.338221, -79.817131 43.338344, -79.817243 43.338399, -79.817356 43.338454, -79.817513 43.338538, -79.817582 43.338578, -79.817674 43.338622, -79.817753 43.338649, -79.817866 43.338665, -79.818058 43.33876, -79.818279 43.338891, -79.818481 43.339021, -79.818618 43.339119, -79.818752 43.339214, -79.819231 43.339596, -79.819564 43.339829, -79.819639 43.339883, -79.820211 43.34027, -79.820418 43.340417, -79.820503 43.340473, -79.820564 43.340606, -79.820695 43.3407, -79.821027 43.340903, -79.821204 43.341021, -79.821471 43.341193, -79.821933 43.341504, -79.821993 43.34154, -79.822095 43.34161, -79.822206 43.341691, -79.822316 43.341772, -79.822442 43.341864, -79.822558 43.341957, -79.822595 43.341988, -79.8235 43.342688, -79.82358 43.342753, -79.824587 43.343544, -79.825201 43.343997, -79.825384 43.344146, -79.825426 43.344168, -79.825455 43.344183, -79.825523 43.344237, -79.825589 43.344289, -79.825679 43.344356, -79.825796 43.344439, -79.826025 43.344589, -79.82623 43.344626, -79.826688 43.344947, -79.827042 43.345179, -79.827734 43.345657, -79.828092 43.345916, -79.828395 43.346134, -79.828706 43.346363, -79.828945 43.346538, -79.829074 43.346632, -79.829845 43.347183, -79.830677 43.347768, -79.830745 43.347814, -79.831113 43.34807, -79.831208 43.348164, -79.831408 43.348304, -79.831506 43.348353, -79.831808 43.348561, -79.831912 43.348635, -79.832494 43.349056, -79.83317 43.349518, -79.8337 43.349893, -79.83488 43.350706, -79.835906 43.351431, -79.836403 43.35178, -79.836819 43.352076, -79.837359 43.352456, -79.837858 43.352802, -79.838301 43.353116, -79.838537 43.353282, -79.83875 43.353434, -79.839204 43.35376, -79.839896 43.35425, -79.840668 43.354784, -79.841282 43.355214, -79.841338 43.355256, -79.841927 43.355693, -79.842433 43.356053, -79.842593 43.356166, -79.84341 43.356749, -79.84343 43.356766, -79.843609 43.356893, -79.84414 43.357275, -79.844975 43.357873, -79.845727 43.358406, -79.846995 43.359313, -79.847386 43.359597, -79.847477 43.359664, -79.848594 43.360475, -79.849539 43.361168, -79.850009 43.361521, -79.850821 43.362121, -79.851492 43.362602, -79.851688 43.362748, -79.851841 43.362847, -79.852184 43.363082, -79.85234 43.363176, -79.852516 43.363264, -79.852712 43.363351, -79.852935 43.363428, -79.853145 43.363473, -79.853372 43.363517, -79.853564 43.363538, -79.853788 43.363555, -79.854004 43.363556, -79.854406 43.363546, -79.854605 43.363543, -79.854722 43.363544, -79.854891 43.363561, -79.855022 43.363578, -79.855143 43.363604, -79.855267 43.363632, -79.855458 43.363681, -79.85575 43.363772, -79.85564 43.363865, -79.855506 43.363969, -79.855346 43.364119, -79.855149 43.364275, -79.85464 43.364721, -79.854551 43.364795, -79.854487 43.364852, -79.8541 43.365191, -79.853982 43.365303, -79.85357 43.365665, -79.853436 43.365781, -79.853007 43.366166, -79.852913 43.366247, -79.852427 43.366681, -79.852347 43.366747, -79.851769 43.367265, -79.85135 43.367634, -79.851283 43.367695, -79.850769 43.368142, -79.850705 43.368204, -79.850616 43.36828, -79.85007 43.36876, -79.849675 43.369096, -79.849382 43.369371, -79.849293 43.369448, -79.848874 43.369798, -79.848359 43.370246, -79.847972 43.370605, -79.847464 43.371069, -79.846547 43.37188, -79.844691 43.373484, -79.844572 43.37359, -79.844339 43.373788, -79.843059 43.374882, -79.842882 43.375035, -79.842734 43.375162, -79.842512 43.375352, -79.841913 43.375866, -79.841612 43.376127, -79.841502 43.376218, -79.84057 43.377037, -79.840251 43.377338, -79.83976 43.377756, -79.839716 43.377791, -79.839624 43.377861, -79.839266 43.378179, -79.838717 43.378673, -79.838641 43.37874, -79.838031 43.379297, -79.837635 43.379659, -79.837204 43.380055, -79.836704 43.380525, -79.835708 43.381446, -79.834922 43.382178, -79.834772 43.382294, -79.834062 43.382969, -79.833845 43.383167, -79.8337 43.383302, -79.833582 43.383407, -79.833348 43.38363, -79.833265 43.383719, -79.833075 43.38392, -79.832546 43.384434, -79.832159 43.384807, -79.831987 43.384964, -79.831242 43.385633, -79.830798 43.38604, -79.830459 43.386363, -79.82996 43.386815, -79.829881 43.386887, -79.829766 43.386983, -79.829593 43.387132, -79.828931 43.387703, -79.828714 43.387891, -79.828594 43.387995, -79.827978 43.388531, -79.827639 43.388825, -79.827472 43.388874, -79.827352 43.389005, -79.827157 43.389174, -79.827304 43.389274, -79.828303 43.389878, -79.828391 43.38981, -79.82849 43.389735, -79.828564 43.389676, -79.828593 43.389614, -79.828598 43.389566, -79.828567 43.389516)",POINT (-79.809503 43.34045),POINT (-79.828567 43.389516)
00177-00819-1,01230423-12,1,18,1604.57,00177,00819,"LINESTRING (-79.809503 43.34045, -79.809503 43.34045, -79.809503 43.34045, -79.809503 43.34045, -79.809461 43.340422, -79.809606 43.340308, -79.809652 43.340265, -79.80969 43.340229, -79.809714 43.340188, -79.809726 43.340142, -79.809751 43.340041, -79.809751 43.340039, -79.809758 43.340002, -79.809759 43.339966, -79.809759 43.339947, -79.80976 43.339933, -79.809542 43.339791, -79.808797 43.339263, -79.808887 43.339195, -79.809345 43.338845, -79.80986 43.338458, -79.810418 43.338036, -79.810618 43.337874, -79.810807 43.337709, -79.81099 43.337538, -79.811295 43.337233, -79.811586 43.336945, -79.812028 43.336487, -79.812131 43.336387, -79.812346 43.336176, -79.812517 43.336016, -79.812677 43.335887, -79.813134 43.335494, -79.813928 43.334797, -79.814329 43.334438, -79.814541 43.334236, -79.815104 43.333625, -79.815771 43.332898, -79.816249 43.332371, -79.816704 43.331866, -79.817188 43.331349, -79.8177 43.330799, -79.817956 43.330542, -79.817987 43.330506, -79.818215 43.33029, -79.818425 43.330111, -79.818504 43.330051, -79.818626 43.329956, -79.818691 43.329916, -79.818821 43.329821, -79.819023 43.329708, -79.819223 43.329609, -79.819424 43.329522, -79.819625 43.32945, -79.819709 43.329422, -79.81979 43.329549)",POINT (-79.809503 43.34045),POINT (-79.81979 43.329549)
00819-02730-1,01230423-12,1,18,12363.74,00819,02730,"LINESTRING (-79.81979 43.329549, -79.81979 43.329549, -79.81979 43.329549, -79.81979 43.329549, -79.819709 43.329422, -79.819775 43.329399, -79.820068 43.329303, -79.820388 43.329222, -79.820559 43.329178, -79.8211 43.329015, -79.821399 43.328921, -79.82174 43.328812, -79.821981 43.328731, -79.822243 43.328648, -79.822912 43.328444, -79.822979 43.328422, -79.823624 43.328214, -79.82372 43.328184, -79.824147 43.328053, -79.824527 43.32798, -79.824719 43.327935, -79.824765 43.327943, -79.824801 43.327946, -79.825047 43.327873, -79.825262 43.327789, -79.825416 43.327735, -79.825442 43.327726, -79.825715 43.327583, -79.825893 43.327469, -79.826005 43.327418, -79.826239 43.327347, -79.826482 43.327277, -79.826634 43.327245, -79.826775 43.327241, -79.826877 43.327246, -79.826973 43.327265, -79.827099 43.3273, -79.827213 43.327369, -79.827302 43.327443, -79.827359 43.327517, -79.827398 43.327656, -79.827408 43.327737, -79.827397 43.327797, -79.827363 43.32787, -79.8273 43.327949, -79.827248 43.32801, -79.827151 43.328074, -79.827061 43.328113, -79.826939 43.328145, -79.826788 43.328155, -79.826672 43.328148, -79.826588 43.328136, -79.826489 43.328103, -79.826373 43.328053, -79.826284 43.328006, -79.826206 43.327951, -79.826101 43.327889, -79.825968 43.327815, -79.825839 43.327734, -79.825801 43.3277, -79.825776 43.327665, -79.825715 43.327583, -79.825652 43.327507, -79.825569 43.327409, -79.825312 43.3271, -79.825206 43.326976, -79.825002 43.326752, -79.824679 43.326403, -79.824241 43.325967, -79.823899 43.325649, -79.823722 43.325487, -79.822969 43.32484, -79.822659 43.324596, -79.822465 43.324449, -79.822269 43.324305, -79.822074 43.324158, -79.821587 43.323815, -79.821427 43.323708, -79.821042 43.323468, -79.820444 43.323094, -79.819934 43.322777, -79.819224 43.322331, -79.818488 43.321872, -79.817794 43.321438, -79.816604 43.320693, -79.816436 43.320585, -79.815433 43.319954, -79.815014 43.319696, -79.81446 43.319364, -79.813888 43.319006, -79.813348 43.318662, -79.812905 43.318383, -79.81251 43.318139, -79.812051 43.317848, -79.811021 43.317199, -79.810575 43.316921, -79.809912 43.316524, -79.809805 43.316457, -79.808503 43.315684, -79.808032 43.315408, -79.807695 43.315201, -79.807491 43.31507, -79.807381 43.315003, -79.807243 43.314908, -79.806873 43.314639, -79.806674 43.314484, -79.806439 43.314288, -79.806167 43.314038, -79.805901 43.313774, -79.805623 43.313466, -79.805513 43.313336, -79.80533 43.313099, -79.805233 43.312962, -79.80503 43.312668, -79.804912 43.312478, -79.804785 43.312238, -79.804728 43.312124, -79.804599 43.311849, -79.804516 43.311652, -79.804385 43.311319, -79.804224 43.310899, -79.804096 43.310581, -79.803855 43.309959, -79.803693 43.309553, -79.803384 43.30896, -79.803324 43.308838, -79.802633 43.30765, -79.802359 43.307139, -79.80199 43.306488, -79.801818 43.306192, -79.801711 43.305993, -79.799537 43.302226, -79.79949 43.302149, -79.798964 43.301244, -79.797583 43.298882, -79.797406 43.298576, -79.796969 43.297849, -79.796605 43.29724, -79.795737 43.295764, -79.794473 43.293578, -79.794431 43.293501, -79.793577 43.292027, -79.792637 43.290341, -79.792451 43.290018, -79.791755 43.28878, -79.7915 43.288336, -79.791448 43.288244, -79.790902 43.287294, -79.790041 43.285786, -79.78997 43.285675, -79.789814 43.285409, -79.789533 43.284879, -79.789172 43.284179, -79.788827 43.283471, -79.788684 43.283176, -79.787911 43.281563, -79.786648 43.278935, -79.786491 43.278637, -79.786316 43.278354, -79.786113 43.278068, -79.785905 43.277799, -79.785677 43.27753, -79.785396 43.27722, -79.784213 43.275978, -79.783021 43.274738, -79.780643 43.272256, -79.778585 43.270102, -79.777418 43.268887, -79.776853 43.26829, -79.776576 43.268004, -79.776445 43.267867, -79.775888 43.26729, -79.775069 43.266413, -79.774781 43.266111, -79.774075 43.265384, -79.773547 43.264829, -79.772557 43.263833, -79.772373 43.263652, -79.772231 43.263507, -79.772107 43.263372, -79.772068 43.263326, -79.771977 43.263243, -79.771927 43.263191, -79.771878 43.263138, -79.77168 43.262936, -79.771567 43.262816, -79.771455 43.262706, -79.771196 43.262436, -79.770971 43.262186, -79.770755 43.261943, -79.770583 43.261713, -79.770378 43.261475, -79.770054 43.261076, -79.769894 43.260866, -79.769805 43.260754, -79.769448 43.260279, -79.769174 43.259897, -79.768594 43.259119, -79.768527 43.259032, -79.768457 43.258928, -79.768377 43.258803, -79.767987 43.258246, -79.767797 43.257968, -79.76724 43.257188, -79.767064 43.256921, -79.766843 43.256617, -79.766282 43.255813, -79.765567 43.254761, -79.764489 43.253167, -79.764421 43.253067, -79.764173 43.252717, -79.764082 43.252595, -79.763863 43.252302, -79.763631 43.251971, -79.763391 43.251622, -79.763172 43.251322, -79.762897 43.250923, -79.762108 43.249815, -79.761841 43.249196, -79.76148 43.248584, -79.761412 43.248483, -79.761193 43.248169, -79.760894 43.247779, -79.760757 43.247614, -79.760685 43.247523, -79.760504 43.247316, -79.760376 43.247184, -79.759981 43.246698, -79.759756 43.246435, -79.759675 43.246343, -79.759467 43.246108, -79.759401 43.246021, -79.759286 43.245861, -79.759204 43.245728, -79.759149 43.245638, -79.758921 43.245276, -79.758837 43.245162, -79.758752 43.245041, -79.758673 43.244961, -79.75863 43.244921, -79.758585 43.244884, -79.75854 43.244853, -79.758435 43.244739, -79.758411 43.244717, -79.758348 43.244676, -79.758242 43.244624, -79.758057 43.244552, -79.757908 43.24449, -79.757833 43.244444, -79.757787 43.244405, -79.757747 43.244348, -79.757723 43.244293, -79.757709 43.244221, -79.757707 43.244105, -79.757702 43.243992, -79.75783 43.243567, -79.75788 43.243403, -79.757981 43.243248, -79.758039 43.243169, -79.7581 43.243109, -79.758169 43.243055, -79.758245 43.24301, -79.758324 43.242977, -79.75842 43.242949, -79.758526 43.242937, -79.758639 43.242935, -79.758754 43.242945, -79.759163 43.242994, -79.759236 43.243011, -79.760014 43.243186, -79.760179 43.242889, -79.760516 43.24228, -79.760334 43.242219, -79.760229 43.242181, -79.760171 43.242164, -79.76011 43.242152, -79.760043 43.242152, -79.759993 43.242155, -79.759953 43.242164, -79.759922 43.242179, -79.759897 43.242193, -79.759883 43.242211, -79.759871 43.242229, -79.75987 43.242253, -79.759872 43.242289, -79.759879 43.24231, -79.760013 43.242568, -79.759957 43.242583)",POINT (-79.81979 43.329549),POINT (-79.759957 43.242583)
00820-00177-1,01230423-12,0,19,1808.65,00820,00177,"LINESTRING (-79.821483 43.328747, -79.821483 43.328747, -79.821483 43.328747, -79.821483 43.328747, -79.821557 43.328871, -79.821399 43.328921, -79.8211 43.329015, -79.820559 43.329178, -79.820388 43.329222, -79.820068 43.329303, -79.819775 43.329399, -79.819625 43.32945, -79.819424 43.329522, -79.819223 43.329609, -79.819023 43.329708, -79.818821 43.329821, -79.818691 43.329916, -79.818626 43.329956, -79.818504 43.330051, -79.818425 43.330111, -79.818215 43.33029, -79.817987 43.330506, -79.817956 43.330542, -79.8177 43.330799, -79.817188 43.331349, -79.816704 43.331866, -79.816249 43.332371, -79.815771 43.332898, -79.815104 43.333625, -79.814541 43.334236, -79.814329 43.334438, -79.813928 43.334797, -79.813134 43.335494, -79.812677 43.335887, -79.812517 43.336016, -79.812346 43.336176, -79.812131 43.336387, -79.812028 43.336487, -79.811586 43.336945, -79.811295 43.337233, -79.81099 43.337538, -79.810807 43.337709, -79.810618 43.337874, -79.810418 43.338036, -79.80986 43.338458, -79.809345 43.338845, -79.808887 43.339195, -79.808797 43.339263, -79.809542 43.339791, -79.809537 43.33988, -79.809562 43.339948, -79.809516 43.340028, -79.809099 43.340295, -79.809099 43.340296, -79.809053 43.34038, -79.809082 43.340457, -79.809217 43.340515, -79.809276 43.340523, -79.809299 43.340523, -79.809329 43.340516, -79.809371 43.340493, -79.809461 43.340422, -79.809503 43.34045)",POINT (-79.821483 43.328747),POINT (-79.809503 43.34045)
